dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_07_28, 162.45807334480517, -77.70651786454891, 1658966400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_29, 162.45807334480517, -77.70651786454891, 1659052800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_30, 162.45807334480517, -77.70651786454891, 1659139200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_31, 162.45807334480517, -77.70651786454891, 1659225600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_01, 162.45807334480517, -77.70651786454891, 1659312000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_02, 162.45807334480517, -77.70651786454891, 1659398400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_03, 162.45807334480517, -77.70651786454891, 1659484800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_04, 162.45807334480517, -77.70651786454891, 1659571200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_05, 162.45807334480517, -77.70651786454891, 1659657600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_06, 162.45807334480517, -77.70651786454891, 1659744000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_07, 162.45807334480517, -77.70651786454891, 1659830400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_08, 162.45807334480517, -77.70651786454891, 1659916800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_09, 162.45807334480517, -77.70651786454891, 1660003200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_10, 162.45807334480517, -77.70651786454891, 1660089600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_11, 162.45807334480517, -77.70651786454891, 1660176000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_12, 162.45807334480517, -77.70651786454891, 1660262400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_13, 162.45807334480517, -77.70651786454891, 1660348800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_14, 162.45807334480517, -77.70651786454891, 1660435200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_15, 162.45807334480517, -77.70651786454891, 1660521600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_16, 162.45807334480517, -77.70651786454891, 1660608000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_17, 162.45807334480517, -77.70651786454891, 1660694400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_18, 162.45807334480517, -77.70651786454891, 1660780800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_19, 162.45807334480517, -77.70651786454891, 1660867200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_20, 162.45807334480517, -77.70651786454891, 1660953600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_21, 162.45807334480517, -77.70651786454891, 1661040000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_22, 162.45807334480517, -77.70651786454891, 1661126400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_23, 162.45807334480517, -77.70651786454891, 1661212800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_24, 162.45807334480517, -77.70651786454891, 1661299200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_25, 162.45807334480517, -77.70651786454891, 1661385600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_26, 162.45807334480517, -77.70651786454891, 1661472000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_27, 162.45807334480517, -77.70651786454891, 1661558400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_28, 162.45807334480517, -77.70651786454891, 1661644800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_29, 162.45807334480517, -77.70651786454891, 1661731200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_30, 162.45807334480517, -77.70651786454891, 1661817600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_31, 162.45807334480517, -77.70651786454891, 1661904000000, null, null, null, null, null, null, null, null, null]"
"[2022_09_01, 162.45807334480517, -77.70651786454891, 1661990400000, null, null, null, null, null, null, null, null, null]"
"[2022_09_02, 162.45807334480517, -77.70651786454891, 1662076800000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_09_03, 162.45807334480517, -77.70651786454891, 1662163200000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_04, 162.45807334480517, -77.70651786454891, 1662249600000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_05, 162.45807334480517, -77.70651786454891, 1662336000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_06, 162.45807334480517, -77.70651786454891, 1662422400000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_09_07, 162.45807334480517, -77.70651786454891, 1662508800000, 84, null, 2, 128, 8427, 35, null, 5, 6]"
"[2022_09_08, 162.45807334480517, -77.70651786454891, 1662595200000, null, 211, 211, 211, null, null, 111, 4, 4]"
"[2022_09_09, 162.45807334480517, -77.70651786454891, 1662681600000, 22, null, 2, 128, 2206, 56, null, 5, 7]"
"[2022_09_10, 162.45807334480517, -77.70651786454891, 1662768000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_11, 162.45807334480517, -77.70651786454891, 1662854400000, 81, null, 2, 128, 8167, 27, null, 6, 7]"
"[2022_09_12, 162.45807334480517, -77.70651786454891, 1662940800000, 55, null, 2, 128, 5562, 43, null, 5, 6]"
"[2022_09_13, 162.45807334480517, -77.70651786454891, 1663027200000, 28, null, 2, 128, 2844, 41, null, 5, 7]"
"[2022_09_14, 162.45807334480517, -77.70651786454891, 1663113600000, 48, 250, 2, 128, 547, 28, 150, 4, 5]"
"[2022_09_15, 162.45807334480517, -77.70651786454891, 1663200000000, 0, null, 2, 148, 388, null, 125, 5, 5]"
"[2022_09_16, 162.45807334480517, -77.70651786454891, 1663286400000, null, 250, 2, 128, 1776, null, 150, 5, 6]"
"[2022_09_17, 162.45807334480517, -77.70651786454891, 1663372800000, 70, 201, 2, 130, 7085, 23, 101, 5, 7]"
"[2022_09_18, 162.45807334480517, -77.70651786454891, 1663459200000, 11, null, 2, 148, 1571, 49, 125, 5, 6]"
"[2022_09_19, 162.45807334480517, -77.70651786454891, 1663545600000, 55, 201, 2, 130, 6007, 30, 101, 5, 6]"
"[2022_09_20, 162.45807334480517, -77.70651786454891, 1663632000000, 25, null, 2, 128, 2516, 65, null, 6, 7]"
"[2022_09_21, 162.45807334480517, -77.70651786454891, 1663718400000, 26, null, 2, 144, 2675, 94, null, 5, 7]"
"[2022_09_22, 162.45807334480517, -77.70651786454891, 1663804800000, 31, null, 2, 144, 3150, 63, null, 5, 7]"
"[2022_09_23, 162.45807334480517, -77.70651786454891, 1663891200000, null, 250, 2, 128, 1774, null, 150, 5, 7]"
"[2022_09_24, 162.45807334480517, -77.70651786454891, 1663977600000, 39, 201, 2, 130, 4780, 21, 101, 5, 7]"
"[2022_09_25, 162.45807334480517, -77.70651786454891, 1664064000000, 39, null, 2, 128, 3945, 25, null, 5, 7]"
"[2022_09_26, 162.45807334480517, -77.70651786454891, 1664150400000, 19, 201, 2, 130, 2931, 31, 101, 5, 7]"
"[2022_09_27, 162.45807334480517, -77.70651786454891, 1664236800000, 18, null, 2, 128, 1850, 38, null, 7, 9]"
"[2022_09_28, 162.45807334480517, -77.70651786454891, 1664323200000, 6, 201, 2, 130, 2251, 37, 125, 5, 8]"
"[2022_09_29, 162.45807334480517, -77.70651786454891, 1664409600000, 39, 201, 2, 130, 5633, 48, 101, 6, 8]"
"[2022_09_30, 162.45807334480517, -77.70651786454891, 1664496000000, 8, null, 2, 144, 917, 68, 125, 5, 7]"
"[2022_10_01, 162.45807334480517, -77.70651786454891, 1664582400000, null, 250, 2, 128, 1647, null, 150, 6, 8]"
"[2022_10_02, 162.45807334480517, -77.70651786454891, 1664668800000, 22, null, 2, 128, 2191, 32, null, 5, 7]"
"[2022_10_03, 162.45807334480517, -77.70651786454891, 1664755200000, null, 250, 2, 128, 1767, null, 150, 6, 8]"
"[2022_10_04, 162.45807334480517, -77.70651786454891, 1664841600000, 4, 201, 2, 130, 881, 25, 125, 5, 7]"
"[2022_10_05, 162.45807334480517, -77.70651786454891, 1664928000000, 30, null, 2, 128, 3100, 29, null, 6, 9]"
"[2022_10_06, 162.45807334480517, -77.70651786454891, 1665014400000, 34, 201, 2, 130, 4862, 33, 101, 6, 8]"
"[2022_10_07, 162.45807334480517, -77.70651786454891, 1665100800000, 17, null, 2, 128, 1725, 48, null, 6, 8]"
"[2022_10_08, 162.45807334480517, -77.70651786454891, 1665187200000, 24, null, 2, 128, 2442, 31, null, 6, 7]"
"[2022_10_09, 162.45807334480517, -77.70651786454891, 1665273600000, 27, 250, 2, 128, 1456, 30, 150, 6, 8]"
"[2022_10_10, 162.45807334480517, -77.70651786454891, 1665360000000, null, null, null, null, null, null, null, null, null]"
"[2022_10_23, 162.45807334480517, -77.70651786454891, 1666483200000, null, 250, 0, 0, 2734, null, 150, 0, 0]"
"[2022_10_24, 162.45807334480517, -77.70651786454891, 1666569600000, 16, 250, 2, 128, 2045, 6, 125, 10, 13]"
"[2022_10_25, 162.45807334480517, -77.70651786454891, 1666656000000, 8, 250, 2, 128, 557, 19, 125, 9, 12]"
"[2022_10_26, 162.45807334480517, -77.70651786454891, 1666742400000, null, 250, 2, 128, 3165, null, 150, 10, 15]"
"[2022_10_27, 162.45807334480517, -77.70651786454891, 1666828800000, 34, null, 0, 0, 3425, 33, null, 10, 15]"
"[2022_10_28, 162.45807334480517, -77.70651786454891, 1666915200000, 25, null, 2, 128, 2539, 41, 125, 9, 13]"
"[2022_10_29, 162.45807334480517, -77.70651786454891, 1667001600000, null, 250, 2, 128, 2040, null, 150, 9, 13]"
"[2022_10_30, 162.45807334480517, -77.70651786454891, 1667088000000, null, 250, 2, 128, 1201, null, 150, 9, 12]"
"[2022_10_31, 162.45807334480517, -77.70651786454891, 1667174400000, 13, 250, 2, 128, 1428, 7, 125, 10, 16]"
"[2022_11_01, 162.45807334480517, -77.70651786454891, 1667260800000, null, 250, 0, 0, 1983, null, 150, 10, 15]"
"[2022_11_02, 162.45807334480517, -77.70651786454891, 1667347200000, null, 250, 2, 128, 1571, null, 150, 9, 13]"
"[2022_11_03, 162.45807334480517, -77.70651786454891, 1667433600000, null, 250, 0, 0, 371, null, 150, 10, 17]"
"[2022_11_04, 162.45807334480517, -77.70651786454891, 1667520000000, null, 250, 2, 128, 266, null, 150, 9, 13]"
"[2022_11_05, 162.45807334480517, -77.70651786454891, 1667606400000, null, 250, 0, 0, -169, null, 150, 10, 14]"
"[2022_11_06, 162.45807334480517, -77.70651786454891, 1667692800000, null, 250, 2, 128, 21, null, 150, 9, 15]"
"[2022_11_07, 162.45807334480517, -77.70651786454891, 1667779200000, null, 250, 0, 0, 322, null, 150, 10, 14]"
"[2022_11_08, 162.45807334480517, -77.70651786454891, 1667865600000, null, 250, 0, 0, 3640, null, 150, 11, 18]"
"[2022_11_09, 162.45807334480517, -77.70651786454891, 1667952000000, 67, 250, 0, 0, 4366, 49, 150, 9, 16]"
"[2022_11_10, 162.45807334480517, -77.70651786454891, 1668038400000, 27, null, 0, 0, 2768, 16, null, 10, 14]"
"[2022_11_11, 162.45807334480517, -77.70651786454891, 1668124800000, 32, null, 0, 0, 3184, 41, null, 9, 16]"
"[2022_11_12, 162.45807334480517, -77.70651786454891, 1668211200000, null, 250, 0, 0, 2404, null, 150, 10, 15]"
"[2022_11_13, 162.45807334480517, -77.70651786454891, 1668297600000, 58, 250, 0, 0, 2657, 59, 150, 9, 14]"
"[2022_11_14, 162.45807334480517, -77.70651786454891, 1668384000000, 59, 250, 0, 0, 2799, 33, 150, 10, 17]"
"[2022_11_15, 162.45807334480517, -77.70651786454891, 1668470400000, 34, 250, 0, 0, 3960, 10, 150, 10, 15]"
"[2022_11_16, 162.45807334480517, -77.70651786454891, 1668556800000, 42, 250, 0, 0, 2352, 28, 150, 9, 16]"
"[2022_11_17, 162.45807334480517, -77.70651786454891, 1668643200000, 18, 250, 0, 0, 2084, 14, 150, 10, 17]"
"[2022_11_18, 162.45807334480517, -77.70651786454891, 1668729600000, null, 250, 0, 0, 855, null, 150, 9, 13]"
"[2022_11_19, 162.45807334480517, -77.70651786454891, 1668816000000, null, 250, 0, 0, 1335, null, 150, 10, 17]"
"[2022_11_20, 162.45807334480517, -77.70651786454891, 1668902400000, null, 250, 0, 0, 3016, null, 150, 11, 20]"
"[2022_11_21, 162.45807334480517, -77.70651786454891, 1668988800000, null, 250, 0, 0, 478, null, 150, 9, 15]"
"[2022_11_22, 162.45807334480517, -77.70651786454891, 1669075200000, null, 250, 0, 0, 2094, null, 150, 10, 17]"
"[2022_11_23, 162.45807334480517, -77.70651786454891, 1669161600000, null, 250, 0, 0, 2473, null, 150, 9, 14]"
"[2022_11_24, 162.45807334480517, -77.70651786454891, 1669248000000, 19, 250, 0, 0, 1942, 13, 150, 10, 17]"
"[2022_11_25, 162.45807334480517, -77.70651786454891, 1669334400000, null, 250, 0, 0, 814, null, 150, 9, 16]"
"[2022_11_26, 162.45807334480517, -77.70651786454891, 1669420800000, null, 250, 0, 0, 884, null, 150, 10, 15]"
"[2022_11_27, 162.45807334480517, -77.70651786454891, 1669507200000, 16, 250, 0, 0, 1647, 2, 150, 10, 16]"
"[2022_11_28, 162.45807334480517, -77.70651786454891, 1669593600000, 18, 250, 0, 0, 1039, 17, 150, 9, 16]"
"[2022_11_29, 162.45807334480517, -77.70651786454891, 1669680000000, 24, null, 0, 0, 2427, 21, null, 10, 16]"
"[2022_11_30, 162.45807334480517, -77.70651786454891, 1669766400000, null, 250, 0, 0, 3239, null, 150, 9, 13]"
"[2022_12_01, 162.45807334480517, -77.70651786454891, 1669852800000, 0, 250, 0, 4, 2821, null, 125, 10, 17]"
"[2022_12_02, 162.45807334480517, -77.70651786454891, 1669939200000, null, 250, 0, 0, 2703, null, 150, 9, 16]"
"[2022_12_03, 162.45807334480517, -77.70651786454891, 1670025600000, 30, null, 0, 0, 2975, 39, null, 9, 15]"
"[2022_12_04, 162.45807334480517, -77.70651786454891, 1670112000000, null, 250, 0, 0, 3353, null, 150, 10, 18]"
"[2022_12_05, 162.45807334480517, -77.70651786454891, 1670198400000, null, 250, 0, 0, 272, null, 150, 9, 14]"
"[2022_12_06, 162.45807334480517, -77.70651786454891, 1670284800000, null, 250, 0, 0, 798, null, 150, 10, 18]"
"[2022_12_07, 162.45807334480517, -77.70651786454891, 1670371200000, 17, 250, 0, 0, 785, 14, 150, 9, 15]"
"[2022_12_08, 162.45807334480517, -77.70651786454891, 1670457600000, null, 250, 0, 0, 1507, null, 150, 10, 14]"
"[2022_12_09, 162.45807334480517, -77.70651786454891, 1670544000000, null, 250, 0, 0, 2793, null, 150, 11, 19]"
"[2022_12_10, 162.45807334480517, -77.70651786454891, 1670630400000, null, 250, 0, 0, 1354, null, 150, 9, 15]"
"[2022_12_11, 162.45807334480517, -77.70651786454891, 1670716800000, null, 250, 0, 0, 2434, null, 150, 10, 14]"
"[2022_12_12, 162.45807334480517, -77.70651786454891, 1670803200000, null, 250, 0, 0, 373, null, 150, 9, 16]"
"[2022_12_13, 162.45807334480517, -77.70651786454891, 1670889600000, null, 250, 0, 0, 1741, null, 150, 10, 16]"
"[2022_12_14, 162.45807334480517, -77.70651786454891, 1670976000000, null, 250, 0, 0, 2098, null, 150, 9, 15]"
"[2022_12_15, 162.45807334480517, -77.70651786454891, 1671062400000, null, 250, 0, 0, 2445, null, 150, 10, 17]"
"[2022_12_16, 162.45807334480517, -77.70651786454891, 1671148800000, null, 250, 0, 0, 3043, null, 150, 10, 14]"
"[2022_12_17, 162.45807334480517, -77.70651786454891, 1671235200000, null, 250, 0, 0, 845, null, 150, 9, 17]"
"[2022_12_18, 162.45807334480517, -77.70651786454891, 1671321600000, null, 250, 0, 0, 2793, null, 150, 10, 18]"
"[2022_12_19, 162.45807334480517, -77.70651786454891, 1671408000000, null, 250, 0, 0, 441, null, 150, 9, 13]"
"[2022_12_20, 162.45807334480517, -77.70651786454891, 1671494400000, null, 250, 0, 0, 228, null, 150, 10, 17]"
"[2022_12_21, 162.45807334480517, -77.70651786454891, 1671580800000, null, 250, 0, 0, 625, null, 150, 10, 19]"
"[2022_12_22, 162.45807334480517, -77.70651786454891, 1671667200000, null, 250, 0, 0, 345, null, 150, 9, 15]"
"[2022_12_23, 162.45807334480517, -77.70651786454891, 1671753600000, null, 250, 0, 0, 1242, null, 150, 10, 17]"
"[2022_12_24, 162.45807334480517, -77.70651786454891, 1671840000000, null, 250, 0, 0, -16, null, 150, 9, 16]"
"[2022_12_25, 162.45807334480517, -77.70651786454891, 1671926400000, 30, 250, 0, 0, 3790, 9, 150, 10, 17]"
"[2022_12_26, 162.45807334480517, -77.70651786454891, 1672012800000, null, 250, 0, 0, 501, null, 150, 9, 16]"
"[2022_12_27, 162.45807334480517, -77.70651786454891, 1672099200000, null, 250, 0, 0, 1334, null, 150, 10, 18]"
"[2022_12_28, 162.45807334480517, -77.70651786454891, 1672185600000, null, 250, 0, 0, 1215, null, 150, 10, 16]"
"[2022_12_29, 162.45807334480517, -77.70651786454891, 1672272000000, null, 250, 0, 0, 675, null, 150, 9, 16]"
"[2022_12_30, 162.45807334480517, -77.70651786454891, 1672358400000, 35, 250, 0, 0, 2263, 31, 150, 10, 16]"
"[2022_12_31, 162.45807334480517, -77.70651786454891, 1672444800000, 30, null, 0, 0, 3024, 30, null, 9, 14]"
"[2023_01_01, 162.45807334480517, -77.70651786454891, 1672531200000, 11, 250, 0, 0, 1946, 16, 150, 10, 18]"
"[2023_01_02, 162.45807334480517, -77.70651786454891, 1672617600000, 0, 250, 0, 0, 1499, null, 150, 9, 14]"
"[2023_01_03, 162.45807334480517, -77.70651786454891, 1672704000000, 22, 250, 0, 0, 1701, 26, 125, 10, 14]"
"[2023_01_04, 162.45807334480517, -77.70651786454891, 1672790400000, 5, 250, 0, 0, 1304, 7, 150, 10, 19]"
"[2023_01_05, 162.45807334480517, -77.70651786454891, 1672876800000, 11, 250, 0, 0, 1150, 28, 150, 9, 15]"
"[2023_01_06, 162.45807334480517, -77.70651786454891, 1672963200000, null, 250, 0, 0, 352, null, 150, 10, 15]"
"[2023_01_07, 162.45807334480517, -77.70651786454891, 1673049600000, null, 250, 0, 0, 681, null, 150, 9, 15]"
"[2023_01_08, 162.45807334480517, -77.70651786454891, 1673136000000, null, 250, 0, 0, 140, null, 150, 10, 16]"
"[2023_01_09, 162.45807334480517, -77.70651786454891, 1673222400000, 46, 250, 0, 0, 2858, 18, 150, 11, 17]"
"[2023_01_10, 162.45807334480517, -77.70651786454891, 1673308800000, 0, 250, 0, 0, 259, null, 150, 9, 16]"
